Timestamp,Symbol,Status,Score,Signal,Reasons
2025-12-14 11:52:11,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:11,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:17,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:17,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:17,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:18,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:18,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:18,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:18,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:18,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:19,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:19,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:25,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:25,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:25,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:26,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:26,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:26,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:26,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:26,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:27,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:27,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:33,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:33,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:33,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:34,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:34,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:34,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:34,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:34,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:35,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:35,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:41,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:41,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:41,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:42,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:42,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:42,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:42,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:43,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:43,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:43,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:50,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:50,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:50,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:51,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:51,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:51,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:51,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:51,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:52,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:52,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:58,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:58,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:58,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:59,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:59,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:59,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:59,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:52:59,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:00,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:00,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:06,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:06,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:06,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:07,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:07,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:07,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:07,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:07,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:08,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:08,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:15,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:15,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:15,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:16,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:16,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:16,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:16,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
