asset,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,reason,entry_score,exit_score,holding_days,sig_bear_low_vol,sig_magic_40,sig_magic_19,sig_ma_cross,sig_momentum,sig_rsi,sig_macd,sig_hurst
SOL-USD,2024-01-17,2024-01-18,102.0635986328125,94.2509536743164,32.65937491901934,-255.15610080871056,-7.654683024261306,SIGNAL_WEAK,69.6360759493671,26.360759493670884,1,0.0,1.0,1.0,0.5,0.0,52.945479956925816,-1.1292615382465638,0.3980775886080538
SOL-USD,2024-02-07,2024-02-14,100.97927856445312,116.97632598876953,33.01007276661945,528.0636995277468,15.841910985832405,TAKE_PROFIT,61.946202531645575,63.99683544303798,7,0.0,1.0,1.0,0.5,0.0,67.52820084566504,0.3569893194403232,0.4274366513251182
BTC-USD,2024-02-14,2024-02-15,51826.6953125,51938.5546875,0.06431691839956795,7.194450294101898,0.21583350882305014,SIGNAL_WEAK,65.7439024390244,37.9390243902439,1,0.0,1.0,1.0,0.5,1.0,92.48122217343492,876.0157261396137,0.39747673697165425
BTC-USD,2024-02-21,2024-02-22,51839.1796875,51304.97265625,0.06430142902390683,-34.350275503994,-1.0305082651198154,SIGNAL_WEAK,60.25609756097561,33.47560975609756,1,0.0,1.0,1.0,0.5,1.0,85.72857443476977,272.04706195434346,0.4927181260215948
ETH-USD,2024-02-14,2024-02-22,2777.90234375,2971.00732421875,1.1999461899130461,231.7155855667097,6.951467567001292,SIGNAL_WEAK,67.39024390243902,33.47560975609756,8,0.0,1.0,1.0,0.5,1.0,93.30957444901047,45.173208628899225,0.32546932266938683
BTC-USD,2024-02-28,2024-02-29,62504.7890625,61198.3828125,0.05332924697978351,-69.66966156218268,-2.090089846865484,SIGNAL_WEAK,61.90243902439025,38.97560975609756,1,0.0,1.0,1.0,0.5,1.0,84.52305357656144,686.6040194522316,0.43081388295101597
ETH-USD,2024-02-28,2024-02-29,3385.703857421875,3341.919677734375,0.9845318650732731,-43.10692008843762,-1.2932076026531307,SIGNAL_WEAK,60.25609756097561,37.9390243902439,1,0.0,1.0,1.0,0.5,1.0,85.00319021827617,38.66277717388067,0.522493879709597
SOL-USD,2024-02-28,2024-02-29,118.05220031738281,125.71151733398438,28.2360966112591,216.26921525702255,6.488076457710676,SIGNAL_WEAK,63.22784810126583,39.81012658227848,1,0.0,1.0,1.0,0.5,0.0,51.17142999074101,0.08904523075642468,0.4233906458597747
BTC-USD,2024-03-06,2024-03-07,66106.8046875,66925.484375,0.05042345260961655,41.280656425112284,1.2384196927533582,SIGNAL_WEAK,60.25609756097561,37.9390243902439,1,0.0,1.0,1.0,0.5,1.0,74.62066438433914,805.1695435001889,0.46104683397126456
ETH-USD,2024-03-06,2024-03-07,3819.226318359375,3874.34765625,0.8727771164829095,48.108642340860115,1.4432592702257947,SIGNAL_WEAK,60.25609756097561,37.9390243902439,1,0.0,1.0,1.0,0.5,1.0,85.0169909664175,41.60836200785775,0.5837676992900765
SOL-USD,2024-03-06,2024-03-12,130.7420196533203,151.01544189453125,25.49550130992397,516.8810633074354,15.506431899223056,TAKE_PROFIT,68.26898734177216,59.74367088607596,6,0.0,1.0,1.0,0.5,0.0,72.89872442392843,1.6327050387603705,0.3918055005002125
ETH-USD,2024-03-13,2024-03-14,4006.45703125,3883.140380859375,0.831990286513405,-102.59825529036925,-3.0779476587110848,SIGNAL_WEAK,69.03658536585365,33.101626016260155,1,0.0,1.0,1.0,0.5,1.0,77.56296834785338,19.084864867830618,0.6526343588685796
BTC-USD,2024-03-13,2024-03-15,73083.5,69403.7734375,0.04560993019400184,-167.83207164863916,-5.03496214945918,SIGNAL_WEAK,69.03658536585365,38.84146341463415,2,0.0,1.0,1.0,0.5,1.0,71.71617219938639,502.8224789703909,0.6019395715432444
SOL-USD,2024-03-13,2024-03-17,163.83981323242188,202.12356567382812,20.345075275474667,778.8858252480472,23.366574757441416,TAKE_PROFIT,76.81329113924052,59.74367088607596,4,0.0,1.0,1.0,0.5,1.0,86.45887780406223,2.630221747335156,0.44387436277721054
SOL-USD,2024-03-20,2024-03-21,191.54962158203125,179.2207489013672,17.401931185261212,-214.54619398076284,-6.436385819422888,SIGNAL_WEAK,76.81329113924052,39.00316455696203,1,0.0,1.0,1.0,0.5,1.0,73.6346891065381,2.6685321438904843,0.46228895683369425
SOL-USD,2024-03-27,2024-04-02,186.36146545410156,181.17225646972656,17.886387216429625,-92.81620124150686,-2.7844860372452027,SIGNAL_WEAK,61.946202531645575,37.547468354430386,6,0.0,1.0,1.0,0.5,0.0,58.34899357559561,-1.092151619079413,0.4575186023102542
SOL-USD,2024-05-15,2024-05-16,158.18682861328125,159.116455078125,21.07212947218457,19.58920922795687,0.5876762768387022,SIGNAL_WEAK,61.946202531645575,39.00316455696203,1,0.0,1.0,1.0,0.5,0.0,65.79427251964574,1.6717570807163389,0.5809015702471502
ETH-USD,2024-05-29,2024-05-30,3763.196533203125,3746.849609375,0.8857717910619183,-14.479643997590756,-0.4343893199277309,SIGNAL_WEAK,60.25609756097561,37.9390243902439,1,0.0,1.0,1.0,0.5,1.0,74.63163140896586,50.61846224506402,0.4497232666272184
SOL-USD,2024-05-29,2024-05-30,168.0726776123047,166.97653198242188,19.83269012362839,-21.739516607835412,-0.6521854982350582,SIGNAL_WEAK,61.946202531645575,39.00316455696203,1,0.0,1.0,1.0,0.5,0.0,57.461136686143725,-0.4656303363819072,0.5641086408433434
SOL-USD,2024-07-17,2024-07-18,155.5841064453125,159.07241821289062,21.424639119581236,74.73582075694958,2.242074622708496,SIGNAL_WEAK,66.21835443037975,37.92721518987342,1,0.0,1.0,1.0,0.5,0.0,58.608585325715026,2.7919530476429038,0.3424940747251697
BTC-USD,2024-07-24,2024-07-25,65372.1328125,65777.2265625,0.050990126678197606,20.655781629046032,0.6196734488713833,SIGNAL_WEAK,60.25609756097561,37.9390243902439,1,0.0,1.0,1.0,0.5,1.0,73.49641548560264,705.3891830310436,0.45032062920373617
SOL-USD,2024-07-24,2024-08-01,178.0323028564453,167.672119140625,18.723193936446105,-193.9757289285144,-5.819271867855436,SIGNAL_WEAK,63.99683544303798,28.243670886075947,8,0.0,1.0,1.0,0.5,0.0,72.05506689790717,3.2039955895532355,0.4361254480413234
SOL-USD,2024-09-25,2024-10-02,148.02342224121094,140.38555908203125,22.518958708450302,-171.99672510236087,-5.159901753070835,SIGNAL_WEAK,66.21835443037975,15.506329113924048,7,1.0,1.0,1.0,-0.5,0.0,65.53654787084275,2.142977626185279,0.42517494186897753
SOL-USD,2024-10-14,2024-10-17,157.44512939453125,150.31602478027344,21.171396956844283,-150.93310373532267,-4.527993112059671,SIGNAL_WEAK,68.11708860759494,39.16139240506329,3,1.0,1.0,1.0,0.5,0.0,54.594877420546915,0.6528676163287231,0.40453802039489056
BTC-USD,2024-10-16,2024-10-28,67612.71875,69907.7578125,0.04930038896466256,113.14631847034434,3.3943895541103353,SIGNAL_WEAK,76.1178861788618,36.28048780487805,12,1.0,1.0,1.0,0.5,0.0,77.36770216510898,500.254361644867,0.386090078545238
SOL-USD,2024-10-18,2024-10-29,154.97593688964844,179.36074829101562,21.508715483403424,524.4859705484587,15.734579116453764,TAKE_PROFIT,64.63607594936708,73.03481012658229,11,1.0,1.0,1.0,0.5,0.0,64.02165697226538,0.8972455642799972,0.3421279493216635
SOL-USD,2024-10-30,2024-11-02,174.9249725341797,166.01034545898438,19.05578880500903,-169.87525082033744,-5.096257524610117,SIGNAL_WEAK,68.67088607594937,38.212025316455694,3,0.0,1.0,1.0,0.5,0.0,66.25489658757084,1.1384182497233954,0.3652408207418069
BTC-USD,2024-11-06,2024-11-07,75639.078125,75904.859375,0.04406893124509949,11.712695632486884,0.3513808689745979,SIGNAL_WEAK,67.39024390243902,29.369918699186993,1,0.0,1.0,1.0,0.5,1.0,70.8658040696853,138.34846815605692,0.2722869379502951
SOL-USD,2024-11-06,2024-11-11,186.9547882080078,222.6416778564453,17.829622687302518,636.2837773150422,19.088513319451277,TAKE_PROFIT,67.5,54.09493670886077,5,0.0,1.0,1.0,0.5,0.0,59.53144348715814,-0.3883644784849807,0.27531846219411676
SOL-USD,2024-11-13,2024-11-14,215.18455505371094,209.2190704345703,15.490578924223069,-92.4088103140366,-2.7722643094210997,SIGNAL_WEAK,64.3987341772152,37.92721518987342,1,0.0,1.0,1.0,0.5,0.0,71.09265877381031,3.822112412433418,0.3055587149139097
BTC-USD,2024-11-13,2024-11-21,90584.1640625,98504.7265625,0.036798190586971105,291.46236843101633,8.743871052930489,SIGNAL_WEAK,62.39837398373983,37.9390243902439,8,0.0,1.0,1.0,0.5,1.0,81.68346276367701,1882.8555504877809,0.3291614639205853
SOL-USD,2024-11-15,2024-11-21,218.09490966796875,257.0658874511719,15.283865810568686,595.6271949451302,17.8688158483539,TAKE_PROFIT,64.57594936708861,48.36392405063292,6,0.0,1.0,1.0,1.0,1.0,75.50485821052972,2.690041989320367,0.33774883596398236
SOL-USD,2024-11-27,2024-12-02,242.30221557617188,225.75619506835938,13.756924695909117,-227.62235814294445,-6.828670744288335,SIGNAL_WEAK,61.946202531645575,32.563291139240505,5,0.0,1.0,1.0,0.5,0.0,62.98025466141823,-1.5337855839326835,0.455344535418373
ETH-USD,2024-12-03,2024-12-05,3620.711669921875,3811.00830078125,0.9206293229654648,175.19265843067524,5.255779752920262,SIGNAL_WEAK,63.93902439024391,29.369918699186993,2,1.0,1.0,1.0,0.5,0.0,70.84694179780823,8.201477115673868,0.38935500145442464
SOL-USD,2025-01-22,2025-01-26,257.23736572265625,240.88345336914062,12.95820039195709,-211.91727346935795,-6.357518204080742,STOP_LOSS,76.81329113924052,58.14873417721519,4,0.0,1.0,1.0,0.5,1.0,72.03209738229427,6.954042328179703,0.42963558396567897
SOL-USD,2025-01-27,2025-01-30,235.07444763183594,239.0231475830078,14.17990499143431,55.992190147298516,1.6797657044189545,SIGNAL_WEAK,60.91772151898734,39.00316455696203,3,0.0,1.0,1.0,0.5,1.0,68.49450433215138,1.366355906820317,0.4525360574359261
SOL-USD,2025-04-30,2025-05-04,147.64320373535156,143.98306274414062,22.576950709551713,-82.6348227485787,-2.4790446824573724,SIGNAL_WEAK,68.26898734177216,38.212025316455694,4,1.0,1.0,1.0,-0.5,0.0,72.94526560309541,0.8039347476284409,0.4724131239412486
SOL-USD,2025-05-13,2025-05-15,184.00625610351562,169.00999450683594,18.115326097706777,-271.66216907036915,-8.149865072111083,STOP_LOSS,72.09177215189874,41.69303797468354,2,1.0,1.0,1.0,0.5,1.0,81.05849785921923,2.86123694233419,0.46504399011583003
BTC-USD,2025-04-23,2025-05-21,93699.109375,109678.078125,0.03557486677907213,568.4496845482067,17.0534905364462,TAKE_PROFIT,65.7439024390244,93.18292682926831,28,0.0,1.0,1.0,0.5,1.0,74.33139163353611,1268.0481993446888,0.25516488069580906
SOL-USD,2025-05-21,2025-05-29,173.68173217773438,166.5881805419922,19.192193050690104,-136.1408124082027,-4.084224372246078,SIGNAL_WEAK,66.21835443037975,29.58860759493671,8,1.0,1.0,1.0,-0.5,0.0,65.41013415814194,-0.8438254081287582,0.4413124858329682
ETH-USD,2025-06-11,2025-06-13,2773.529296875,2579.486083984375,1.2018381551220958,-233.20853699443296,-6.996256109832985,SIGNAL_WEAK,68.59756097560977,27.743902439024392,2,1.0,1.0,1.0,0.5,0.0,54.95568617662039,3.9400271436471854,0.5010148307380167
SOL-USD,2025-07-09,2025-07-10,157.28150939941406,164.06277465820312,21.193421566602485,143.71821338447216,4.3115464015341685,SIGNAL_WEAK,61.313291139240505,37.92721518987342,1,1.0,1.0,1.0,-0.5,0.0,62.801869073536984,1.2661861877493352,0.4173848655862792
ETH-USD,2025-07-16,2025-07-17,3371.5068359375,3476.784423828125,0.9886776137609249,104.08559437820941,3.122567831346275,SIGNAL_WEAK,61.90243902439025,38.97560975609756,1,0.0,1.0,1.0,0.5,1.0,88.0474004731689,69.74265248379162,0.4388592249544414
SOL-USD,2025-07-15,2025-07-21,163.950439453125,195.9942626953125,20.331347353822526,651.4941008814058,19.544823026442167,TAKE_PROFIT,69.7120253164557,80.67721518987342,6,1.0,1.0,1.0,0.5,0.0,71.65793235613624,1.5612620873813536,0.4266957226162627
SOL-USD,2025-07-22,2025-07-23,205.70054626464844,189.54293823242188,16.204786005015087,-261.83058051514445,-7.854917415454331,STOP_LOSS,80.67721518987342,92.94936708860759,1,1.0,1.0,1.0,0.5,1.0,93.97781674470428,4.139575750319131,0.41563277016431355
ETH-USD,2025-07-23,2025-07-31,3629.70361328125,3696.707763671875,0.9183486280082251,61.53316958208734,1.8459950874626176,SIGNAL_WEAK,62.48780487804878,25.914634146341463,8,0.0,1.0,1.0,0.5,1.0,87.14400975202071,58.92223675983186,0.5246451352186465
SOL-USD,2025-07-25,2025-07-31,186.7796630859375,172.42434692382812,17.84633979021401,-256.1898500249549,-7.685695500748644,STOP_LOSS,71.3607594936709,42.5,6,1.0,1.0,1.0,0.5,0.0,65.90837291125194,1.583248053135268,0.41734769543015915
ETH-USD,2025-08-13,2025-08-14,4756.27587890625,4548.16650390625,0.700828425053398,-145.8489655200974,-4.37546896560291,SIGNAL_WEAK,60.25609756097561,36.28048780487804,1,0.0,1.0,1.0,0.5,1.0,72.93987200071832,73.8936720735554,0.44822792369745046
SOL-USD,2025-08-13,2025-08-15,201.59042358398438,185.7412567138672,16.53517698942002,-262.06877933223996,-7.862063379967195,STOP_LOSS,66.21835443037975,51.50316455696203,2,0.0,1.0,1.0,0.5,0.0,63.45104697557472,2.1714868367879157,0.36381665673681285
ETH-USD,2025-08-20,2025-08-21,4334.50048828125,4223.2099609375,0.7690236377514155,-85.58504618516417,-2.56755138555492,SIGNAL_WEAK,62.01219512195123,28.678861788617887,1,0.0,1.0,1.0,0.5,1.0,64.89660991613255,-34.59208714482918,0.4815575441427366
SOL-USD,2025-08-20,2025-08-21,187.5863037109375,180.28062438964844,17.769598672138976,-129.818989566651,-3.8945696869995383,SIGNAL_WEAK,66.21835443037975,30.933544303797465,1,0.0,1.0,1.0,0.5,0.0,59.998808403365835,-0.29334755253202704,0.39386878466131203
SOL-USD,2025-08-27,2025-09-12,202.92337036132812,242.30328369140625,16.426562043583026,646.8765895874503,19.406297687623518,TAKE_PROFIT,66.21835443037975,53.09810126582279,16,0.0,1.0,1.0,0.5,0.0,50.580068681789335,0.8353253232843629,0.36815533609145296
SOL-USD,2025-09-17,2025-09-22,244.85745239257812,220.49644470214844,13.613362798486627,-331.63523582654216,-9.949057074796263,STOP_LOSS,68.26898734177216,40.03164556962025,5,0.0,1.0,1.0,0.5,0.0,73.21607121715958,2.0088780247409463,0.2728196761668178
SOL-USD,2025-10-08,2025-10-09,229.10121154785156,220.99107360839844,14.54961023912836,-117.99934600461074,-3.5399803801383167,SIGNAL_WEAK,61.313291139240505,20.174050632911392,1,0.0,1.0,1.0,0.5,0.0,58.17934918307894,0.5748861750899281,0.31315876973115986
